"Elección","Lista/Pacto","Candidato Nombre","Candidato Apellido Paterno","Candidato Apellido Materno","Genero","Partido Politico","Adhiere a Candidato Transparente","Web Site","Facebook","Twitter","Distrito","Comunas"
"Diputado(a)","La fuerza de la Mayoria","Patricia Anita","Cocas","González","Femenino","Independiente","No","","","","11"," - Las Condes - Vitacura - Lo Barnechea - La Reina - Peñalolén"
"Diputado(a)","La fuerza de la Mayoria","Enrique Luis","Accorsi","Opazo","Masculino","Partido Por la Democracia","No","","","","11"," - Las Condes - Vitacura - Lo Barnechea - La Reina - Peñalolén"
"Diputado(a)","La fuerza de la Mayoria","Tamara","Moya","Moyano","Femenino","Partido Socialista de Chile","No","","","","11"," - Las Condes - Vitacura - Lo Barnechea - La Reina - Peñalolén"
"Diputado(a)","La fuerza de la Mayoria","Vivienne","Bachelet","Norelli","Femenino","Partido Socialista de Chile","No","","","","11"," - Las Condes - Vitacura - Lo Barnechea - La Reina - Peñalolén"
"Diputado(a)","La fuerza de la Mayoria","Fernando","Atria","Lemaitre","Masculino","Partido Socialista de Chile","No","","","","11"," - Las Condes - Vitacura - Lo Barnechea - La Reina - Peñalolén"
"Diputado(a)","La fuerza de la Mayoria","Mauricio Javier","Abu-Ghosh","Parham","Masculino","Independiente","No","","","","11"," - Las Condes - Vitacura - Lo Barnechea - La Reina - Peñalolén"
"Diputado(a)","La fuerza de la Mayoria","René ","Jofre","Delgado","Masculino","Partido Por la Democracia","No","","","","11"," - Las Condes - Vitacura - Lo Barnechea - La Reina - Peñalolén"
"Diputado(a)","La fuerza de la Mayoria","María José","Becerra","Moro","Femenino","Partido Socialista de Chile","No","","","","12"," - La Florida - La Pintana - Pirque - Puente Alto - San José de Maipo"
"Diputado(a)","La fuerza de la Mayoria","Amaro","Labra","Sepúlveda","Masculino","Partido Comunista de Chile","No","","","","12"," - La Florida - La Pintana - Pirque - Puente Alto - San José de Maipo"
"Diputado(a)","La fuerza de la Mayoria","Jaime Francisco","Escudero","Ramos","Masculino","Partido Por la Democracia","No","","","","12"," - La Florida - La Pintana - Pirque - Puente Alto - San José de Maipo"
"Diputado(a)","La fuerza de la Mayoria","Melissa Estefania","Varas","Montero","Femenino","Partido Por la Democracia","No","","","","12"," - La Florida - La Pintana - Pirque - Puente Alto - San José de Maipo"
"Diputado(a)","La fuerza de la Mayoria","Camila","Vallejo","Dowling","Femenino","Partido Comunista de Chile","No","","","","12"," - La Florida - La Pintana - Pirque - Puente Alto - San José de Maipo"
"Diputado(a)","La fuerza de la Mayoria","Lorena Patricia","Bustamante","Medina","Femenino","Partido Radical Socialdemócrata","No","","","","12"," - La Florida - La Pintana - Pirque - Puente Alto - San José de Maipo"
"Diputado(a)","La fuerza de la Mayoria","Osvaldo","Andrade","Lara","Masculino","Partido Socialista de Chile","No","","","","12"," - La Florida - La Pintana - Pirque - Puente Alto - San José de Maipo"
"Diputado(a)","La fuerza de la Mayoria","Tucapel Francisco","Jimenéz","Fuentes","Masculino","Partido Por la Democracia","No","","","","13"," - El Bosque - La Cisterna - San Ramón - Lo Espejo - Pedro Aguirre Cerda - San Miguel"
"Diputado(a)","La fuerza de la Mayoria","Guillermo","Teillier","Del Valle","Masculino","Partido Comunista de Chile","No","","","","13"," - El Bosque - La Cisterna - San Ramón - Lo Espejo - Pedro Aguirre Cerda - San Miguel"
"Diputado(a)","La fuerza de la Mayoria","Jaime","Fuentealba","Maldonado","Masculino","Partido Socialista de Chile","No","","","","13"," - El Bosque - La Cisterna - San Ramón - Lo Espejo - Pedro Aguirre Cerda - San Miguel"
"Diputado(a)","La fuerza de la Mayoria","Javiera Paz","Reyes","Jara","Femenino","Partido Comunista de Chile","No","","","","13"," - El Bosque - La Cisterna - San Ramón - Lo Espejo - Pedro Aguirre Cerda - San Miguel"
"Diputado(a)","La fuerza de la Mayoria","Camila","Bruna","Faundes","Femenino","Partido Por la Democracia","No","","","","13"," - El Bosque - La Cisterna - San Ramón - Lo Espejo - Pedro Aguirre Cerda - San Miguel"
"Diputado(a)","La fuerza de la Mayoria","Daniel ","Melo","Contreras","Masculino","Partido Por la Democracia","No","","","","13"," - El Bosque - La Cisterna - San Ramón - Lo Espejo - Pedro Aguirre Cerda - San Miguel"
"Diputado(a)","La fuerza de la Mayoria","Leonardo","Soto","Ferrada","Masculino","Partido Socialista de Chile","No","","","","14"," - Buin - Calera de Tango - Paine - San Bernardo - Alhué - Curacaví - El Monte - Isla de Maipo - María Pinto - Melipilla - Padre Hurtado - Peñaflor - San Pedro - Talagante"
"Diputado(a)","La fuerza de la Mayoria","Marcia ","González","Navarro","Femenino","Partido Radical Socialdemócrata","No","","","","14"," - Buin - Calera de Tango - Paine - San Bernardo - Alhué - Curacaví - El Monte - Isla de Maipo - María Pinto - Melipilla - Padre Hurtado - Peñaflor - San Pedro - Talagante"
"Diputado(a)","La fuerza de la Mayoria","Yovanna","Fuentes","Pino","Femenino","Independiente","No","","","","14"," - Buin - Calera de Tango - Paine - San Bernardo - Alhué - Curacaví - El Monte - Isla de Maipo - María Pinto - Melipilla - Padre Hurtado - Peñaflor - San Pedro - Talagante"
"Diputado(a)","La fuerza de la Mayoria","Mario","Gebauer","Bringas","Masculino","Partido Por la Democracia","No","","","","14"," - Buin - Calera de Tango - Paine - San Bernardo - Alhué - Curacaví - El Monte - Isla de Maipo - María Pinto - Melipilla - Padre Hurtado - Peñaflor - San Pedro - Talagante"
"Diputado(a)","La fuerza de la Mayoria","Raúl ","Leiva","Carvajal","Masculino","Partido Socialista de Chile","No","","","","14"," - Buin - Calera de Tango - Paine - San Bernardo - Alhué - Curacaví - El Monte - Isla de Maipo - María Pinto - Melipilla - Padre Hurtado - Peñaflor - San Pedro - Talagante"
"Diputado(a)","La fuerza de la Mayoria","Angel Ricardo","Bozan ","Ramos","Masculino","Partido Por la Democracia","No","","","","14"," - Buin - Calera de Tango - Paine - San Bernardo - Alhué - Curacaví - El Monte - Isla de Maipo - María Pinto - Melipilla - Padre Hurtado - Peñaflor - San Pedro - Talagante"
"Diputado(a)","La fuerza de la Mayoria","Rodolfo Arturo","Núñez","Bustamante","Masculino","Independiente","No","","","","15"," - Rancagua - Codegua - Coinco - Coltauco - Doñihue - Graneros - Machalí - Malloa - Mostazal - Olivar - Quinta de Tilcoco - Rengo - Requínoa"
"Diputado(a)","La fuerza de la Mayoria","Juan Luis","Castro ","González","Masculino","Independiente","No","","","","15"," - Rancagua - Codegua - Coinco - Coltauco - Doñihue - Graneros - Machalí - Malloa - Mostazal - Olivar - Quinta de Tilcoco - Rengo - Requínoa"
"Diputado(a)","La fuerza de la Mayoria","Eduardo Javier","Vergara","Bolbaran","Masculino","Independiente","No","","","","15"," - Rancagua - Codegua - Coinco - Coltauco - Doñihue - Graneros - Machalí - Malloa - Mostazal - Olivar - Quinta de Tilcoco - Rengo - Requínoa"
"Diputado(a)","La fuerza de la Mayoria","Oscar ","Ávila","Méndez","Masculino","Independiente","No","","","","15"," - Rancagua - Codegua - Coinco - Coltauco - Doñihue - Graneros - Machalí - Malloa - Mostazal - Olivar - Quinta de Tilcoco - Rengo - Requínoa"
"Diputado(a)","La fuerza de la Mayoria","Felipe","Letelier","Norambuena","Masculino","Independiente","No","","","","15"," - Rancagua - Codegua - Coinco - Coltauco - Doñihue - Graneros - Machalí - Malloa - Mostazal - Olivar - Quinta de Tilcoco - Rengo - Requínoa"
"Diputado(a)","La fuerza de la Mayoria","Cosme","Mellado","Pino","Masculino","Partido Radical Socialdemócrata","No","","","","16"," - Chimbarongo - Las Cabras - Peumo - Pichidegua - San Fernando - San Vicente - Chépica - La Estrella - Litueche - Lolol - Marchihue - Nancagua - Navidad - Palmilla - Paredones - Peralillo - Pichilemu - Placilla - Pumanque - Santa Cruz"
"Diputado(a)","La fuerza de la Mayoria","Sergio Ariel","Salazar ","Meza","Masculino","Partido Socialista de Chile","No","","","","16"," - Chimbarongo - Las Cabras - Peumo - Pichidegua - San Fernando - San Vicente - Chépica - La Estrella - Litueche - Lolol - Marchihue - Nancagua - Navidad - Palmilla - Paredones - Peralillo - Pichilemu - Placilla - Pumanque - Santa Cruz"
"Diputado(a)","La fuerza de la Mayoria","Morin","Contreras","Concha","Femenino","Partido Socialista de Chile","No","","","","16"," - Chimbarongo - Las Cabras - Peumo - Pichidegua - San Fernando - San Vicente - Chépica - La Estrella - Litueche - Lolol - Marchihue - Nancagua - Navidad - Palmilla - Paredones - Peralillo - Pichilemu - Placilla - Pumanque - Santa Cruz"
"Diputado(a)","La fuerza de la Mayoria","Carolina Elsa","Cucumides","Calderón","Femenino","Partido Por la Democracia","No","","","","16"," - Chimbarongo - Las Cabras - Peumo - Pichidegua - San Fernando - San Vicente - Chépica - La Estrella - Litueche - Lolol - Marchihue - Nancagua - Navidad - Palmilla - Paredones - Peralillo - Pichilemu - Placilla - Pumanque - Santa Cruz"
"Diputado(a)","La fuerza de la Mayoria","Camilo Arturo","García","De la Barra","Masculino","Partido Radical Socialdemócrata","No","","","","16"," - Chimbarongo - Las Cabras - Peumo - Pichidegua - San Fernando - San Vicente - Chépica - La Estrella - Litueche - Lolol - Marchihue - Nancagua - Navidad - Palmilla - Paredones - Peralillo - Pichilemu - Placilla - Pumanque - Santa Cruz"
"Diputado(a)","La fuerza de la Mayoria","Alejandra ","Suazo","Durán ","Femenino","Partido Socialista de Chile","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","La fuerza de la Mayoria","Beatriz","Villena","Roco","Femenino","Partido Por la Democracia","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","La fuerza de la Mayoria","Juan Enrique","Norambuena","Matus","Masculino","Partido Radical Socialdemócrata","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","La fuerza de la Mayoria","Henry Bernanrd","Varas","Concha","Masculino","Partido Por la Democracia","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","La fuerza de la Mayoria","Jorge","Céspedes","Pozo","Masculino","Partido Socialista de Chile","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","La fuerza de la Mayoria","Alexis","Sepúlveda","Soto","Masculino","Partido Radical Socialdemócrata","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","La fuerza de la Mayoria","Guillermo Arturo","Ceroni","Fuentes","Masculino","Partido Por la Democracia","No","","","","18"," - Colbún - Linares - San Javier - Villa Alegre - Yerbas Buenas - Cauquenes - Chanco - Longaví - Parral - Pelluhue - Retiro"
"Diputado(a)","La fuerza de la Mayoria","María Antonieta","Rojas","González","Femenino","Partido Por la Democracia","No","","","","18"," - Colbún - Linares - San Javier - Villa Alegre - Yerbas Buenas - Cauquenes - Chanco - Longaví - Parral - Pelluhue - Retiro"
"Diputado(a)","La fuerza de la Mayoria","Francisca ","Bascuñan","Peña","Femenino","Partido Radical Socialdemócrata","No","","","","18"," - Colbún - Linares - San Javier - Villa Alegre - Yerbas Buenas - Cauquenes - Chanco - Longaví - Parral - Pelluhue - Retiro"
"Diputado(a)","La fuerza de la Mayoria","Jaime ","Naranjo ","Ortiz","Masculino","Partido Socialista de Chile","No","","","","18"," - Colbún - Linares - San Javier - Villa Alegre - Yerbas Buenas - Cauquenes - Chanco - Longaví - Parral - Pelluhue - Retiro"
"Diputado(a)","La fuerza de la Mayoria","Rodolfo","Aranda","Villanueva","Masculino","Independiente","No","","","","18"," - Colbún - Linares - San Javier - Villa Alegre - Yerbas Buenas - Cauquenes - Chanco - Longaví - Parral - Pelluhue - Retiro"
"Diputado(a)","La fuerza de la Mayoria","Gina María","Hidalgo","Cancino","Femenino","Partido Socialista de Chile","No","","","","19"," - Chillán - Chillán Viejo - Coihueco - El Carmen - Pemuco - Pinto - San Ignacio - Yungay - Bulnes - Cabrero - Cobquecura - Coelemu - Ninhue - Ñiquén - Portezuelo - Quillón - Quirihue - Ránquil - San Carlos - San Fabián - San Nicolás - Treguaco - Yumbel"
"Diputado(a)","La fuerza de la Mayoria","Maria Loreto","Carvajal","Ambiado","Femenino","Partido Por la Democracia","No","","","","19"," - Chillán - Chillán Viejo - Coihueco - El Carmen - Pemuco - Pinto - San Ignacio - Yungay - Bulnes - Cabrero - Cobquecura - Coelemu - Ninhue - Ñiquén - Portezuelo - Quillón - Quirihue - Ránquil - San Carlos - San Fabián - San Nicolás - Treguaco - Yumbel"
"Diputado(a)","La fuerza de la Mayoria","Carlos Abel","Jarpa","Wevar","Masculino","Partido Radical Socialdemócrata","No","","","","19"," - Chillán - Chillán Viejo - Coihueco - El Carmen - Pemuco - Pinto - San Ignacio - Yungay - Bulnes - Cabrero - Cobquecura - Coelemu - Ninhue - Ñiquén - Portezuelo - Quillón - Quirihue - Ránquil - San Carlos - San Fabián - San Nicolás - Treguaco - Yumbel"
"Diputado(a)","La fuerza de la Mayoria","Soledad","Toha","Veloso","Femenino","Partido Socialista de Chile","No","","","","19"," - Chillán - Chillán Viejo - Coihueco - El Carmen - Pemuco - Pinto - San Ignacio - Yungay - Bulnes - Cabrero - Cobquecura - Coelemu - Ninhue - Ñiquén - Portezuelo - Quillón - Quirihue - Ránquil - San Carlos - San Fabián - San Nicolás - Treguaco - Yumbel"
"Diputado(a)","La fuerza de la Mayoria","Manuel Eduardo","Bello","Núñez ","Masculino","Partido Por la Democracia","No","","","","19"," - Chillán - Chillán Viejo - Coihueco - El Carmen - Pemuco - Pinto - San Ignacio - Yungay - Bulnes - Cabrero - Cobquecura - Coelemu - Ninhue - Ñiquén - Portezuelo - Quillón - Quirihue - Ránquil - San Carlos - San Fabián - San Nicolás - Treguaco - Yumbel"
"Diputado(a)","La fuerza de la Mayoria","Julia","Torres","Matamala","Femenino","Independiente","No","","","","19"," - Chillán - Chillán Viejo - Coihueco - El Carmen - Pemuco - Pinto - San Ignacio - Yungay - Bulnes - Cabrero - Cobquecura - Coelemu - Ninhue - Ñiquén - Portezuelo - Quillón - Quirihue - Ránquil - San Carlos - San Fabián - San Nicolás - Treguaco - Yumbel"
"Diputado(a)","La fuerza de la Mayoria","Fernando","Antinao","Jelves","Masculino","Partido Comunista de Chile","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","La fuerza de la Mayoria","Berta Angélica","Belmar","Ruíz","Femenino","Partido Por la Democracia","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","La fuerza de la Mayoria","Gastón ","Saavedra","Chandía","Masculino","Partido Socialista de Chile","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","La fuerza de la Mayoria","Cristián","Campos","Jara","Masculino","Partido Por la Democracia","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","La fuerza de la Mayoria","Fabiola Patricia","Lagos","Lizama","Femenino","Partido Por la Democracia","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","La fuerza de la Mayoria","Vania","Salazar ","Salazar","Femenino","Partido Socialista de Chile","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","La fuerza de la Mayoria","Lily ","Oñate","Muñoz","Femenino","Partido Radical Socialdemócrata","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","La fuerza de la Mayoria","Jaime ","Toha","González","Masculino","Partido Socialista de Chile","Sí","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","La fuerza de la Mayoria","Victoria Inés","Fariña","Concha","Femenino","Partido Comunista de Chile","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","La fuerza de la Mayoria","Jorge ","González","Castillo","Masculino","Partido Comunista de Chile","No","","","","21"," - Arauco - Cañete - Contulmo - Curanilahue - Lebu - Los Álamos - Lota - Tirúa - Alto BioBío - Antuco - Laja - Los Ángeles - Mulchén - Nacimiento - Negrete - Quilaco - Quilleco - San Rosendo - Santa Bárbara - Tucapel"
"Diputado(a)","La fuerza de la Mayoria","José","Pérez","Arriagada","Masculino","Partido Radical Socialdemócrata","No","","","","21"," - Arauco - Cañete - Contulmo - Curanilahue - Lebu - Los Álamos - Lota - Tirúa - Alto BioBío - Antuco - Laja - Los Ángeles - Mulchén - Nacimiento - Negrete - Quilaco - Quilleco - San Rosendo - Santa Bárbara - Tucapel"
"Diputado(a)","La fuerza de la Mayoria","Manuel ","Monsalve","Benavides","Masculino","Partido Socialista de Chile","No","","","","21"," - Arauco - Cañete - Contulmo - Curanilahue - Lebu - Los Álamos - Lota - Tirúa - Alto BioBío - Antuco - Laja - Los Ángeles - Mulchén - Nacimiento - Negrete - Quilaco - Quilleco - San Rosendo - Santa Bárbara - Tucapel"
"Diputado(a)","La fuerza de la Mayoria","Oscar","Cabrera","Ortiz ","Masculino","Partido Radical Socialdemócrata","No","","","","21"," - Arauco - Cañete - Contulmo - Curanilahue - Lebu - Los Álamos - Lota - Tirúa - Alto BioBío - Antuco - Laja - Los Ángeles - Mulchén - Nacimiento - Negrete - Quilaco - Quilleco - San Rosendo - Santa Bárbara - Tucapel"
"Diputado(a)","La fuerza de la Mayoria","Rodrigo","Daroch","Yañez","Masculino","Partido Por la Democracia","No","","","","21"," - Arauco - Cañete - Contulmo - Curanilahue - Lebu - Los Álamos - Lota - Tirúa - Alto BioBío - Antuco - Laja - Los Ángeles - Mulchén - Nacimiento - Negrete - Quilaco - Quilleco - San Rosendo - Santa Bárbara - Tucapel"
"Diputado(a)","La fuerza de la Mayoria","Roberto","Poblete","Zapata","Masculino","Independiente","No","","","","21"," - Arauco - Cañete - Contulmo - Curanilahue - Lebu - Los Álamos - Lota - Tirúa - Alto BioBío - Antuco - Laja - Los Ángeles - Mulchén - Nacimiento - Negrete - Quilaco - Quilleco - San Rosendo - Santa Bárbara - Tucapel"
"Diputado(a)","La fuerza de la Mayoria","Andrea","Saavedra","Teigue","Femenino","Partido Socialista de Chile","No","","","","22"," - Angol - Collipulli - Ercilla - Los Sauces - Lumaco - Purén - Renaico - Traiguén - Curacautín - Galvarino - Lautaro - Lonquimay - Melipeuco - Perquenco - Victoria - Vilcún"
"Diputado(a)","La fuerza de la Mayoria","Andrea","Parra","Sauterel","Femenino","Partido Por la Democracia","No","","","","22"," - Angol - Collipulli - Ercilla - Los Sauces - Lumaco - Purén - Renaico - Traiguén - Curacautín - Galvarino - Lautaro - Lonquimay - Melipeuco - Perquenco - Victoria - Vilcún"
"Diputado(a)","La fuerza de la Mayoria","Guillermo","Jaramillo","Salazar","Masculino","Partido Por la Democracia","No","","","","22"," - Angol - Collipulli - Ercilla - Los Sauces - Lumaco - Purén - Renaico - Traiguén - Curacautín - Galvarino - Lautaro - Lonquimay - Melipeuco - Perquenco - Victoria - Vilcún"
"Diputado(a)","La fuerza de la Mayoria","Pamela Soledad","Ovalle","Quiróz","Femenino","Partido Socialista de Chile","No","","","","22"," - Angol - Collipulli - Ercilla - Los Sauces - Lumaco - Purén - Renaico - Traiguén - Curacautín - Galvarino - Lautaro - Lonquimay - Melipeuco - Perquenco - Victoria - Vilcún"
"Diputado(a)","La fuerza de la Mayoria","Alejandro","Blamey","Alegría","Masculino","Independiente","No","","","","22"," - Angol - Collipulli - Ercilla - Los Sauces - Lumaco - Purén - Renaico - Traiguén - Curacautín - Galvarino - Lautaro - Lonquimay - Melipeuco - Perquenco - Victoria - Vilcún"
"Diputado(a)","La fuerza de la Mayoria","Tamara","Torres","Huechucura","Femenino","Partido Comunista de Chile","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","La fuerza de la Mayoria","José Francisco","Montalva","Feuerhake","Masculino","Partido Por la Democracia","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","La fuerza de la Mayoria","Mario Hernán","González","Rebolledo","Masculino","Partido Radical Socialdemócrata","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","La fuerza de la Mayoria","Ricardo ","Celis","Araya","Masculino","Partido Por la Democracia","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","La fuerza de la Mayoria","Fernando","Meza","Moncada","Masculino","Partido Radical Socialdemócrata","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","La fuerza de la Mayoria","Ximena ","Oñate","Ávila","Femenino","Partido Socialista de Chile","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","La fuerza de la Mayoria","Rodrigo","González","López","Masculino","Partido Socialista de Chile","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","La fuerza de la Mayoria","Andrea","Mercado","Betanzo","Femenino","Independiente","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","La fuerza de la Mayoria","Abernego Job","Mardones","Riquelme","Masculino","Partido Comunista de Chile","No","","","","24"," - Corral - Lanco - Máfil - Mariquina - Valdivia - Futrono - La Unión - Lago Ranco - Los Lagos - Paillaco - Panguipulli - Río Bueno"
"Diputado(a)","La fuerza de la Mayoria","Enrique Alejandro","Jaramillo","Astudillo","Masculino","Partido Por la Democracia","No","","","","24"," - Corral - Lanco - Máfil - Mariquina - Valdivia - Futrono - La Unión - Lago Ranco - Los Lagos - Paillaco - Panguipulli - Río Bueno"
"Diputado(a)","La fuerza de la Mayoria","Carla Mailen","Soto","Gallardo","Femenino","Partido Por la Democracia","No","","","","24"," - Corral - Lanco - Máfil - Mariquina - Valdivia - Futrono - La Unión - Lago Ranco - Los Lagos - Paillaco - Panguipulli - Río Bueno"
"Diputado(a)","La fuerza de la Mayoria","Marcos ","Ilabaca","Cerda","Masculino","Partido Socialista de Chile","No","","","","24"," - Corral - Lanco - Máfil - Mariquina - Valdivia - Futrono - La Unión - Lago Ranco - Los Lagos - Paillaco - Panguipulli - Río Bueno"
"Diputado(a)","La fuerza de la Mayoria","Patricio","Rosas","Barrientos","Masculino","Partido Socialista de Chile","No","","","","24"," - Corral - Lanco - Máfil - Mariquina - Valdivia - Futrono - La Unión - Lago Ranco - Los Lagos - Paillaco - Panguipulli - Río Bueno"
"Diputado(a)","La fuerza de la Mayoria","Margarita","Pérez","Valdés ","Femenino","Partido Comunista de Chile","No","","","","25"," - Osorno - San Juan de La Costa - San Pablo - Fresia - Frutillar - Llanquihue - Los Muermos - Puerto Octay - Puerto Varas - Purranque - Puyehue - Río Negro"
"Diputado(a)","La fuerza de la Mayoria","Catalina","Velásquez","Flores","Femenino","Partido Comunista de Chile","No","","","","25"," - Osorno - San Juan de La Costa - San Pablo - Fresia - Frutillar - Llanquihue - Los Muermos - Puerto Octay - Puerto Varas - Purranque - Puyehue - Río Negro"
"Diputado(a)","La fuerza de la Mayoria","Emilia Iris","Nuyado ","Ancapichun","Femenino","Partido Socialista de Chile","No","","","","25"," - Osorno - San Juan de La Costa - San Pablo - Fresia - Frutillar - Llanquihue - Los Muermos - Puerto Octay - Puerto Varas - Purranque - Puyehue - Río Negro"
"Diputado(a)","La fuerza de la Mayoria","Gustavo ","Salvo","Pereira","Masculino","Independiente","No","","","","25"," - Osorno - San Juan de La Costa - San Pablo - Fresia - Frutillar - Llanquihue - Los Muermos - Puerto Octay - Puerto Varas - Purranque - Puyehue - Río Negro"
"Diputado(a)","La fuerza de la Mayoria","Fidel ","Espinoza","Sandoval","Masculino","Partido Socialista de Chile","No","","","","25"," - Osorno - San Juan de La Costa - San Pablo - Fresia - Frutillar - Llanquihue - Los Muermos - Puerto Octay - Puerto Varas - Purranque - Puyehue - Río Negro"
"Diputado(a)","La fuerza de la Mayoria","Carlos Eduardo","Contreras","Oyarzún ","Masculino","Partido Radical Socialdemócrata","No","","","","26"," - Calbuco - Cochamó - Maullín - Puerto Montt - Ancud - Castro - Chaitén - Chonchi - Curaco de Vélez - Dalcahue - Futaleufú - Hualaihué - Palena - Puqueldón - Queilén - Quellón - Quemchi - Quinchao"
"Diputado(a)","La fuerza de la Mayoria","Jenny ","Álvarez","Vera","Femenino","Partido Socialista de Chile","No","","","","26"," - Calbuco - Cochamó - Maullín - Puerto Montt - Ancud - Castro - Chaitén - Chonchi - Curaco de Vélez - Dalcahue - Futaleufú - Hualaihué - Palena - Puqueldón - Queilén - Quellón - Quemchi - Quinchao"
"Diputado(a)","La fuerza de la Mayoria","Ramón ","Espinoza","Sandoval","Masculino","Partido Socialista de Chile","No","","","","26"," - Calbuco - Cochamó - Maullín - Puerto Montt - Ancud - Castro - Chaitén - Chonchi - Curaco de Vélez - Dalcahue - Futaleufú - Hualaihué - Palena - Puqueldón - Queilén - Quellón - Quemchi - Quinchao"
